name,url,uuid,tags,username,license,description,duration,geotags
Dog walks on wooden floor,https://freesound.org/people/Elenalostale/sounds/518166/,b61333c8-7caf-428d-8c4d-eee579230f7d,['walking'+ 'floor'+ 'wooden'+ 'Dog'+ 'dog'+ 'steps'],Elenalostale,http://creativecommons.org/publicdomain/zero/1.0/,Dog walks on wooden floor,9.86848,40.46792 -3.71513
Dog Bark.wav,https://freesound.org/people/Juan_Merie_Venter/sounds/327666/,289ae452-8e67-4009-b0cb-12ec3a6a50b2,['bellow'+ 'barking'+ 'intimidating'+ 'angrily'+ 'bark'+ 'aggressive'+ 'barked'+ 'growl'+ 'OWI'+ 'thunder'+ 'breaking'+ 'yap'+ 'woof'+ 'shout'+ 'snap'+ 'dogs'+ 'big'+ 'Dog'+ 'bawl'+ 'snarl'+ 'fierce'+ 'aggressively'+ 'yelp'+ 'roar'+ 'cry'+ 'dog'+ 'bay'+ 'yell'],Juan_Merie_Venter,http://creativecommons.org/licenses/by-nc/3.0/,"A furious dog barking.

",6.47247,
Group_of_Dogs_Barking.WAV,https://freesound.org/people/ivolipa/sounds/337101/,866bf5dc-9cfd-424c-9140-6b89cee3c189,['growling'+ 'growl'+ 'Group'+ 'barking'+ 'animal'+ 'pet'+ 'angry'+ 'Dog'+ 'dog'+ 'bark'+ 'anger'+ 'Bark'+ 'Dogs'+ 'pets'],ivolipa,http://creativecommons.org/publicdomain/zero/1.0/,Group of angry dogs.,21.7587,
Small dog barking.wav,https://freesound.org/people/Daniel-ms/sounds/635877/,a42d1ae8-b42e-439b-9715-d148c5a38e17,['Growl'+ 'angry'+ 'dog'+ 'little'+ 'Dog'+ 'Animal'+ 'bark'],Daniel-ms,http://creativecommons.org/publicdomain/zero/1.0/,"| - Description - |

Distant bark of a small dog

| - Recorded with - |

Zoom H1N",29.9116,
Barking Dogs.wav,https://freesound.org/people/Astounded/sounds/518570/,05327ca5-54d2-4c7e-9735-bf12dc45e493,['Ferrell-dogs'+ 'guarding-dog'+ 'doggie-daycare'+ 'Hunde'+ 'dog-bark'+ 'Dog'+ 'Hund'+ 'dogs'+ 'guard-dog'+ 'growling'+ 'growl'+ 'puppy'+ 'barking'+ 'animal'+ 'barking-dogs'+ 'dog'+ 'angry'+ 'pet'+ 'pets'+ 'bark'+ 'howl'+ 'Astbury'],Astounded,https://creativecommons.org/licenses/by/4.0/,"This is a recording of a group of around 15 dogs all barking as they come out to play.

If needed I can provide any recordings of dog sounds on request.",29.222,47.6349737226 8.65982347278
dogbarking.mp3,https://freesound.org/people/lala_davis554/sounds/413758/,090a2921-f14e-452d-bcfb-66e79de8a3f0,['big'+ 'bark'+ 'dog'+ 'Dog'+ 'barking'],lala_davis554,http://creativecommons.org/publicdomain/zero/1.0/,A dog barking,8.86712,
"Dog Barking, Single, A.wav",https://freesound.org/people/InspectorJ/sounds/406085/,e7edebf0-c730-428a-ae4b-048278f97ca4,['Growling'+ 'Barking'+ 'growling'+ 'dog'+ 'Dog'+ 'Bark'+ 'bark'+ 'barking'],InspectorJ,https://creativecommons.org/licenses/by/4.0/,"My neighbour's dog never stops... so I finally decided to get something out of it - here is a snippet. The barks have a natural echo from the surrounding countryside, and some nearby birds were chirping. I have applied occasional EQ to reduce the bass frequencies. A little bit of handling noise.

<b>This sound is <u>not</u> in the public domain. Please attribute/credit the sound if you use it.</b> If you would prefer to not have to give attribution, then take a look at the <b><a href=""https://www.jshaw.co.uk/inspectorj-freesound-library"" rel=""nofollow"">attribution-free license</a></b>.

An example of how you might credit is by putting this in the description/credits:
""Dog Barking, Single, A.wav"" by InspectorJ (<a href=""http://www.jshaw.co.uk"" rel=""nofollow"">www.jshaw.co.uk</a>) of <a href=""http://Freesound.org"" rel=""nofollow"">Freesound.org</a>

If any of these sounds have been of help, and you are feeling charitable, please do consider<b> <a href=""http://www.freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound</a> </b>to help keep the site running (a link is also on the home page). Any donations are greatly appreciated! And for more awesome sounds, do please <b><a href=""https://www.jshaw.co.uk/libraries"" rel=""nofollow"">check out my sound libraries</a></b> or <b><a href=""https://www.jshaw.co.uk/store"" rel=""nofollow"">SFX store</a></b>.

Please comment on where you intend to use the sound, and feel free to post a link to the work where you used it if you want (I enjoy watching/listening to anything you create!)

The sound was recorded using a ""H1 Zoom recorder"" on 25th October 2017.

Note: Audio quality is always better when downloaded.",66.6676,
Mr Dog_01.wav,https://freesound.org/people/ScouseMouseJB/sounds/276267/,9a1b607f-7ad7-4798-8c1e-5cee2dac089c,['growling'+ 'Growl'+ 'barking'+ 'Big'+ 'angry'+ 'Dog'+ 'dog'+ 'wolf'+ 'Animal'+ 'bark'+ 'Creature'],ScouseMouseJB,http://creativecommons.org/publicdomain/zero/1.0/,Recording of my alaskan malamute barking.,79.7765,54.9854941656 -3.25881958008
Blossom Bark  29sec mix.wav,https://freesound.org/people/Zajjman/sounds/456943/,3d979326-6730-4372-b722-f8451b7654a2,['German-shepherd'+ 'barking'+ 'Dog'+ 'dog'+ 'bark'+ 'howl'],Zajjman,http://creativecommons.org/publicdomain/zero/1.0/,A hiss reduced version of an earlier upload.,29.0,
dogs_1.WAV,https://freesound.org/people/lupalenzuela/sounds/421810/,049357a1-c9cf-45d9-be07-91b08b7c8800,['growling'+ 'outdoor'+ 'barking'+ 'dog'+ 'woof'+ 'animal'],lupalenzuela,http://creativecommons.org/publicdomain/zero/1.0/,This was recording near a dog crate with dogs,87.3747,
